hos_cd	ins	year	dep_cd	fie_name	invr_intr
0103825	0	2015		歯口外	1
0104443	0	2015		心血外	1
0104443	0	2013		歯口外	2
0104443	0	2016		歯口外	2
0104443	0	2017		歯口外	1
0104443	0	2019		歯口外	4
0104443	0	2021		歯口外	1
0104443	0	2023	32	歯口外	1
0104476	0	2016		歯口外	1
0104666	0	2019		リウ膠	1
0104666	0	2017		歯口外	1
0104666	0	2018		歯口外	1
0104922	0	2022		歯口外	1
0105093	0	2013		歯口外	1
0105093	0	2014		歯口外	1
0105093	0	2017		歯口外	2
0105093	0	2021		歯口外	1
0105291	0	2017		歯口外	1
0105408	0	2013		歯口外	2
0105408	0	2014		歯口外	1
0105408	0	2019		歯口外	1
0105515	0	2020		歯口外	1
0105556	0	2015		整形外	1
0105667	0	2021		形成外	1
0105667	0	2016		消化外	2
0105667	0	2017		消化外	2
0105667	0	2018		消化外	3
0105667	0	2016		胃腸内	1
0105667	0	2017		胃腸内	1
0105667	0	2021		胃腸内	1
0105683	0	2016		救急科	1
0105683	0	2015		総合診	1
0105796	0	2018		歯口外	2
0105796	0	2019		歯口外	1
0105796	0	2020		歯口外	1
0105895	0	2022		歯口外	1
0105937	0	2019		歯口外	1
0105937	0	2020		歯口外	2
0105937	0	2021		歯口外	1
0105937	0	2022		歯口外	5
0105937	0	2023	32	歯口外	1
0106059	0	2015		救急科	1
0106059	0	2021		歯口外	2
0106059	0	2022		歯口外	2
0106059	0	2023	32	歯口外	1
0106067	0	2013		循環内	1
0106067	0	2015		歯口外	1
0106067	0	2018		歯口外	1
0106067	0	2018		消化外	1
0106067	0	2016		糖尿内	1
0106067	0	2022		耳鼻科	1
0106349	0	2013		脳卒中	1
0106349	0	2015		血液内	1
0106356	0	2016		歯口外	1
0106356	0	2017		歯口外	1
0106356	0	2018		歯口外	1
0106414	0	2013		歯口外	1
0106414	0	2016		歯口外	1
0106414	0	2017		歯口外	1
0106414	0	2018		歯口外	1
0106414	0	2019		歯口外	1
0106414	0	2021		歯口外	1
0106414	0	2022		歯口外	2
0106414	0	2023	32	歯口外	1
0106414	0	2020		皮膚科	2
0106414	0	2021		耳鼻科	1
0106539	0	2017		循環内	1
0106539	0	2014		歯口外	1
0106539	0	2023	50	消化内	1
0106558	0	2013		乳甲外	1
0106558	0	2016		乳甲外	1
0106558	0	2018		乳甲外	3
0106558	0	2022		乳甲外	1
0106558	0	2023	16	乳甲外	2
0106558	0	2014		放治療	1
0106558	0	2023	18	整形外	1
0106562	0	2021		歯口外	1
0106562	0	2015		消化外	1
0106588	0	2022		歯口外	1
0106749	0	2015		循環内	1
0106749	0	2016		心血外	1
0106749	0	2020		泌尿器	1
0106749	0	2023	08	腎臓内	1
0106968	0	2020		歯口外	1
0106968	0	2021		歯口外	1
0106976	0	2018		歯口外	2
0107024	0	2013		循環内	1
0107024	0	2014		歯口外	1
0107024	0	2019		歯口外	1
0107024	0	2022		歯口外	4
0107024	0	2023	32	歯口外	1
0107057	0	2019		歯口外	1
0107085	0	2017		リハ	1
0107085	0	2018		循環内	1
0107085	0	2016		整形外	2
0107085	0	2021		整形外	1
0107135	0	2020		リウ膠	1
0107135	0	2020		リハ	1
0107135	0	2013		救急科	1
0107135	0	2016		救急科	1
0107135	0	2017		救急科	1
0107135	0	2021		救急科	1
0107135	0	2022		救急科	1
0107135	0	2013		整形外	2
0107135	0	2014		整形外	2
0107135	0	2015		整形外	2
0107135	0	2016		整形外	1
0107135	0	2017		整形外	1
0107135	0	2018		整形外	2
0107135	0	2019		整形外	1
0107135	0	2020		整形外	1
0107135	0	2022		整形外	1
0107135	0	2020		皮膚科	1
0107135	0	2023	21	皮膚科	1
0107135	0	2018		糖尿内	1
0107135	0	2018		脳神外	1
0107149	0	2022		リウ膠	1
0107149	0	2020		放核医	1
0107149	0	2017		腎臓内	1
0107271	0	2018		救急科	1
0107305	0	2014		歯口外	2
0107305	0	2015		歯口外	2
0107305	0	2016		歯口外	4
0107305	0	2017		歯口外	6
0107305	0	2018		歯口外	4
0107305	0	2019		歯口外	2
0107305	0	2020		歯口外	2
0107305	0	2021		歯口外	5
0107305	0	2022		歯口外	2
0107305	0	2023	32	歯口外	1
0107347	0	2018		歯口外	1
0107424	0	2017		小児外	1
0107424	0	2016		循環内	4
0107424	0	2018		臨腫瘍	1
0107549	0	2013		心療科	1
0107549	0	2015		心療科	1
0107549	0	2014		救急科	1
0107564	0	2018		リウ膠	1
0107564	0	2016		小児科	1
0107564	0	2013		眼科	17
0107564	0	2014		眼科	17
0107564	0	2015		眼科	38
0107564	0	2016		眼科	24
0107564	0	2017		眼科	15
0107564	0	2018		眼科	23
0107564	0	2019		眼科	12
0107564	0	2020		眼科	23
0107564	0	2021		眼科	22
0107564	0	2022		眼科	16
0107564	0	2023	26	眼科	16
0107564	0	2017		神経内	1
0107564	0	2020		腎臓内	1
0107622	0	2022		脳神外	1
0107663	0	2018		リウ膠	1
0107663	0	2021		乳甲外	1
0107663	0	2022		乳甲外	3
0107663	0	2013		呼吸内	1
0107663	0	2013		小児科	1
0107663	0	2017		小児科	2
0107663	0	2018		小児科	1
0107663	0	2021		小児科	1
0107663	0	2020		循環内	3
0107663	0	2021		循環内	2
0107663	0	2022		循環内	3
0107663	0	2023	07	循環内	1
0107663	0	2017		放診断	1
0107663	0	2021		放診断	1
0107663	0	2018		救急科	1
0107663	0	2018		整形外	1
0107663	0	2019		歯口外	2
0107663	0	2022		消化内	1
0107663	0	2015		産婦人	1
0107663	0	2013		神経内	1
0107663	0	2015		神経内	1
0107663	0	2017		糖尿内	2
0107663	0	2023	06	糖尿内	1
0107663	0	2021		耳鼻科	1
0107663	0	2017		胃腸内	1
0107663	0	2018		脳卒中	1
0107663	0	2018		腎臓内	3
0107663	0	2019		腎臓内	2
0107663	0	2020		腎臓内	3
0107663	0	2021		腎臓内	5
0107663	0	2022		腎臓内	3
0107663	0	2023	08	腎臓内	1
0107776	0	2017		歯口外	2
0107776	0	2018		歯口外	2
0107838	0	2017		リハ	1
0107838	0	2021		リハ	2
0107838	0	2022		リハ	1
0107838	0	2015		呼吸内	1
0107838	0	2013		循環内	2
0107838	0	2015		循環内	1
0107838	0	2017		循環内	1
0107838	0	2021		循環内	1
0107838	0	2021		心血外	1
0107838	0	2022		心血外	2
0107838	0	2023	15	心血外	1
0107838	0	2015		救急科	1
0107838	0	2016		救急科	1
0107838	0	2021		救急科	2
0107838	0	2015		神経内	1
0107838	0	2016		神経内	2
0107838	0	2021		神経内	1
0107838	0	2018		糖尿内	1
0107838	0	2021		総合診	1
0107838	0	2015		胃腸内	1
0107838	0	2019		脳卒中	1
0107859	0	2020		皮膚科	1
0107982	0	2023	31	リハ	1
0107982	0	2018		小児科	1
0107982	0	2014		歯口外	1
0107982	0	2016		歯口外	2
0107982	0	2017		歯口外	2
0107982	0	2018		歯口外	4
0107982	0	2019		歯口外	3
0107982	0	2020		歯口外	1
0107982	0	2021		歯口外	2
0107982	0	2022		歯口外	3
0107982	0	2023	32	歯口外	1
0107982	0	2020		耳鼻科	1
0107982	0	2021		胃腸内	1
0107982	0	2015		臨腫瘍	1
0108030	0	2023	32	歯口外	1
0108034	0	2014		救急科	1
0108034	0	2016		救急科	1
0108034	0	2016		整形外	1
0108034	0	2018		皮膚科	1
0108034	0	2013		眼科	2
0108034	0	2014		眼科	1
0108034	0	2015		眼科	5
0108034	0	2016		眼科	10
0108034	0	2017		眼科	3
0108034	0	2018		眼科	5
0108034	0	2019		眼科	2
0108034	0	2020		眼科	14
0108034	0	2021		眼科	6
0108034	0	2022		眼科	7
0108034	0	2023	26	眼科	2
0108075	0	2015		呼吸内	1
0108075	0	2013		心血外	1
0108075	0	2014		心血外	1
0108075	0	2015		心血外	1
0108075	0	2015		救急科	1
0108075	0	2013		脳卒中	1
0108075	0	2013		脳神外	1
0108075	0	2015		腎臓内	1
0108097	0	2013		呼吸内	1
0108097	0	2013		歯口外	1
0108097	0	2023	32	歯口外	1
0108154	0	2015		歯口外	1
0108154	0	2018		歯口外	1
0108212	0	2019		歯口外	1
0108345	0	2013		歯口外	1
0108345	0	2014		歯口外	3
0108345	0	2023	32	歯口外	1
0108436	0	2022		リウ膠	1
0108451	0	2023	25	耳鼻科	1
0108469	0	2014		歯口外	2
0108469	0	2015		歯口外	1
0108469	0	2016		歯口外	1
0108469	0	2017		歯口外	3
0108469	0	2018		歯口外	5
0108469	0	2019		歯口外	1
0108469	0	2020		歯口外	1
0108469	0	2021		歯口外	3
0108469	0	2022		歯口外	5
0108469	0	2023	32	歯口外	6
0108469	0	2016		耳鼻科	1
0108477	0	2018		歯口外	1
0108477	0	2023	32	歯口外	1
0108485	0	2017		腎臓内	1
0108675	0	2018		歯口外	1
0108675	0	2019		歯口外	1
0108675	0	2020		歯口外	5
0108675	0	2021		歯口外	4
0108675	0	2022		歯口外	10
0108675	0	2023	32	歯口外	6
0108828	0	2018		救急科	1
0108828	0	2023	34	救急科	2
0108828	0	2015		整形外	1
0108828	0	2016		整形外	1
0108828	0	2018		整形外	1
0108828	0	2022		整形外	1
0108828	0	2014		脳神外	1
0108885	0	2016		心血外	1
0108919	0	2013		小児外	1
0108919	0	2017		小児外	1
0108919	0	2022		小児外	1
0108919	0	2014		小児科	1
0108919	0	2015		小児科	2
0108919	0	2022		小児科	1
0108919	0	2018		救急科	1
0108919	0	2016		胃腸内	1
0108919	0	2019		胃腸内	1
0108964	0	2017		歯口外	1
0109103	0	2019		歯口外	1
0109107	0	2015		救急科	1
0109107	0	2020		整形外	1
0109107	0	2013		神経内	1
0109107	0	2015		神経内	1
0109123	0	2018		小児科	1
0109131	0	2013		小児科	1
0109131	0	2015		小児科	2
0109131	0	2019		小児科	1
0109156	0	2022		乳甲外	1
0109156	0	2017		整形外	2
0109156	0	2014		神経内	1
0109186	0	2019		リウ膠	1
0109263	0	2013		循環内	1
0109263	0	2022		消化内	1
0109263	0	2018		神経内	1
0109305	0	2019		呼吸外	1
0109305	0	2015		神経内	1
0109313	0	2013		脳卒中	2
0109313	0	2014		脳卒中	2
0109321	0	2014		呼吸内	1
0109321	0	2018		循環内	1
0109321	0	2020		循環内	1
0109321	0	2017		救急科	1
0109321	0	2017		糖尿内	1
0109321	0	2014		胃腸内	1
0109321	0	2018		胃腸内	1
0109321	0	2015		脳卒中	1
0109321	0	2022		脳神外	1
0109335	0	2023	32	歯口外	1
0109418	0	2021		リウ膠	1
0109459	0	2013		歯口外	2
0109459	0	2014		歯口外	1
0109459	0	2015		歯口外	1
0109459	0	2016		歯口外	1
0109459	0	2017		歯口外	2
0109467	0	2014		歯口外	3
0109467	0	2015		歯口外	2
0109467	0	2016		歯口外	1
0109467	0	2017		歯口外	1
0109467	0	2018		歯口外	2
0109467	0	2023	32	歯口外	1
0109467	0	2018		耳鼻科	1
0109467	0	2021		耳鼻科	1
0109545	0	2014		リウ膠	1
0109545	0	2018		歯口外	1
0109644	0	2021		リウ膠	1
0109644	0	2014		呼吸内	1
0109780	0	2022		歯口外	4
0109859	0	2015		心療科	1
0109859	0	2018		心療科	1
0109859	0	2014		神経内	1
0109859	0	2022		血液内	1
0109867	0	2019		リハ	1
0109875	0	2020		産婦人	1
0109875	0	2023	43	産婦人	1
0109875	0	2020		耳鼻科	1
0110013	0	2023	18	整形外	1
0110062	0	2019		リハ	1
0110062	0	2014		乳甲外	1
0110062	0	2016		乳甲外	1
0110062	0	2014		小児外	1
0110062	0	2017		小児外	1
0110062	0	2015		小児科	1
0110062	0	2014		心療科	1
0110062	0	2013		放治療	1
0110062	0	2016		救急科	2
0110062	0	2017		救急科	1
0110062	0	2021		救急科	2
0110062	0	2018		整形外	2
0110062	0	2015		産婦人	2
0110062	0	2023	43	産婦人	1
0110062	0	2015		眼科	1
0110062	0	2018		眼科	1
0110062	0	2013		神経内	2
0110062	0	2014		神経内	2
0110062	0	2015		神経内	1
0110062	0	2016		神経内	1
0110062	0	2017		神経内	1
0110062	0	2021		神経内	1
0110062	0	2016		糖尿内	3
0110062	0	2022		糖尿内	2
0110062	0	2013		耳鼻科	1
0110062	0	2018		耳鼻科	1
0110062	0	2013		脳神外	1
0110062	0	2015		臨腫瘍	1
0110062	0	2016		臨腫瘍	1
0110062	0	2018		臨腫瘍	1
0110138	0	2016		循環内	1
0110138	0	2022		消化内	1
0110170	0	2018		乳甲外	1
0110170	0	2013		呼吸内	1
0110170	0	2015		呼吸内	1
0110170	0	2023	05	呼吸内	1
0110170	0	2022		形成外	1
0110170	0	2015		循環内	1
0110170	0	2016		循環内	1
0110170	0	2017		循環内	2
0110170	0	2019		循環内	1
0110170	0	2020		循環内	2
0110170	0	2013		心療科	2
0110170	0	2015		心療科	2
0110170	0	2016		心療科	1
0110170	0	2017		心療科	4
0110170	0	2018		心療科	2
0110170	0	2019		心療科	1
0110170	0	2020		心療科	1
0110170	0	2021		心療科	1
0110170	0	2022		心療科	2
0110170	0	2023	12	心療科	1
0110170	0	2017		心血外	2
0110170	0	2019		心血外	1
0110170	0	2013		救急科	3
0110170	0	2016		救急科	6
0110170	0	2017		救急科	1
0110170	0	2019		救急科	1
0110170	0	2020		救急科	3
0110170	0	2021		救急科	2
0110170	0	2022		救急科	2
0110170	0	2013		整形外	1
0110170	0	2014		整形外	1
0110170	0	2022		整形外	1
0110170	0	2023	18	整形外	1
0110170	0	2013		泌尿器	4
0110170	0	2014		泌尿器	1
0110170	0	2022		消化内	1
0110170	0	2013		消化外	1
0110170	0	2014		消化外	3
0110170	0	2015		消化外	1
0110170	0	2017		皮膚科	1
0110170	0	2021		眼科	1
0110170	0	2013		神経内	2
0110170	0	2014		神経内	5
0110170	0	2015		神経内	2
0110170	0	2016		神経内	3
0110170	0	2017		神経内	8
0110170	0	2018		神経内	2
0110170	0	2020		神経内	1
0110170	0	2016		糖尿内	3
0110170	0	2017		糖尿内	3
0110170	0	2018		糖尿内	1
0110170	0	2017		総合診	1
0110170	0	2022		耳鼻科	1
0110170	0	2018		胃腸内	1
0110170	0	2020		胃腸内	1
0110170	0	2015		脳卒中	1
0110170	0	2016		脳卒中	1
0110170	0	2022		脳神内	1
0110170	0	2023	02	脳神内	1
0110170	0	2013		脳神外	2
0110170	0	2014		脳神外	2
0110170	0	2017		脳神外	2
0110170	0	2018		脳神外	1
0110170	0	2020		脳神外	1
0110170	0	2018		臨腫瘍	2
0110170	0	2013		血液内	1
0110184	0	2016		歯口外	1
0110246	0	2020		リハ	1
0110246	0	2014		乳甲外	3
0110246	0	2015		乳甲外	2
0110246	0	2016		乳甲外	3
0110246	0	2018		乳甲外	2
0110246	0	2020		乳甲外	1
0110246	0	2021		乳甲外	1
0110246	0	2022		乳甲外	4
0110246	0	2023	16	乳甲外	1
0110246	0	2016		呼吸内	2
0110246	0	2023	19	形成外	2
0110246	0	2013		循環内	1
0110246	0	2014		循環内	1
0110246	0	2022		循環内	2
0110246	0	2023	07	循環内	1
0110246	0	2018		心療科	1
0110246	0	2014		心血外	1
0110246	0	2015		心血外	1
0110246	0	2017		心血外	1
0110246	0	2019		心血外	1
0110246	0	2020		心血外	4
0110246	0	2021		心血外	1
0110246	0	2022		心血外	1
0110246	0	2013		救急科	3
0110246	0	2015		救急科	2
0110246	0	2017		救急科	2
0110246	0	2018		救急科	2
0110246	0	2019		救急科	2
0110246	0	2023	34	救急科	1
0110246	0	2013		整形外	20
0110246	0	2014		整形外	7
0110246	0	2015		整形外	8
0110246	0	2016		整形外	4
0110246	0	2017		整形外	8
0110246	0	2018		整形外	8
0110246	0	2019		整形外	3
0110246	0	2020		整形外	10
0110246	0	2021		整形外	5
0110246	0	2022		整形外	5
0110246	0	2023	18	整形外	2
0110246	0	2015		泌尿器	1
0110246	0	2020		泌尿器	1
0110246	0	2021		泌尿器	1
0110246	0	2013		消化外	1
0110246	0	2015		消化外	1
0110246	0	2013		産婦人	1
0110246	0	2016		産婦人	1
0110246	0	2017		産婦人	1
0110246	0	2019		産婦人	1
0110246	0	2021		産婦人	1
0110246	0	2016		皮膚科	1
0110246	0	2021		皮膚科	1
0110246	0	2015		眼科	1
0110246	0	2018		眼科	1
0110246	0	2023	26	眼科	2
0110246	0	2013		神経内	1
0110246	0	2015		神経内	1
0110246	0	2016		神経内	3
0110246	0	2015		糖尿内	1
0110246	0	2020		糖尿内	1
0110246	0	2022		糖尿内	1
0110246	0	2021		総合診	1
0110246	0	2013		耳鼻科	1
0110246	0	2014		肝臓内	1
0110246	0	2016		肝臓内	2
0110246	0	2017		肝臓内	1
0110246	0	2016		胃腸内	1
0110246	0	2017		胃腸内	1
0110246	0	2013		脳卒中	2
0110246	0	2017		脳卒中	2
0110246	0	2022		脳卒中	4
0110246	0	2022		脳神内	1
0110246	0	2015		脳神外	1
0110246	0	2013		腎臓内	1
0110246	0	2016		腎臓内	2
0110246	0	2018		腎臓内	1
0110246	0	2019		腎臓内	1
0110246	0	2021		腎臓内	1
0110246	0	2014		臨腫瘍	1
0110246	0	2017		血液内	1
0110246	0	2016		麻酔科	2
0110246	0	2017		麻酔科	1
0110246	0	2018		麻酔科	3
0110246	0	2020		麻酔科	2
0110246	0	2021		麻酔科	1
0110252	0	2014		リハ	1
0110252	0	2014		乳甲外	2
0110252	0	2017		乳甲外	1
0110252	0	2018		乳甲外	1
0110252	0	2013		小児科	1
0110252	0	2013		形成外	1
0110252	0	2021		糖尿内	2
0110252	0	2013		臨腫瘍	1
0110261	0	2021		リウ膠	1
0110261	0	2020		心血外	1
0110261	0	2021		心血外	2
0110261	0	2022		心血外	3
0110261	0	2016		救急科	1
0110261	0	2018		整形外	1
0110261	0	2019		泌尿器	1
0110261	0	2023	22	泌尿器	1
0110261	0	2022		消化内	1
0110261	0	2018		消化外	1
0110261	0	2019		消化外	1
0110261	0	2018		総合診	1
0110261	0	2021		総合診	1
0110261	0	2015		胃腸内	2
0110261	0	2016		胃腸内	1
0110261	0	2017		胃腸内	3
0110261	0	2013		脳卒中	1
0110261	0	2014		脳卒中	2
0110261	0	2023	02	脳神内	1
0110261	0	2016		腎臓内	1
0110261	0	2017		腎臓内	1
0110261	0	2018		腎臓内	1
0110261	0	2019		腎臓内	1
0110261	0	2020		腎臓内	2
0110261	0	2021		腎臓内	2
0110261	0	2022		腎臓内	2
0110261	0	2023	08	腎臓内	2
0110279	0	2023	31	リハ	1
0110279	0	2023	12	心療科	11
0110279	0	2023	34	救急科	2
0110279	0	2023	50	消化内	1
0110279	0	2023	06	糖尿内	1
0110279	0	2023	02	脳神内	2
0110317	0	2015		歯口外	1
0110325	0	2013		歯口外	1
0110325	0	2016		歯口外	1
0110325	0	2019		歯口外	1
0110325	0	2021		耳鼻科	1
0110341	0	2018		歯口外	2
0110341	0	2021		歯口外	1
0110341	0	2018		皮膚科	1
0110352	0	2022		リハ	1
0110352	0	2016		乳甲外	1
0110352	0	2020		乳甲外	1
0110352	0	2021		乳甲外	3
0110352	0	2019		循環内	1
0110352	0	2022		循環内	1
0110352	0	2013		心療科	1
0110352	0	2017		心療科	3
0110352	0	2018		心療科	2
0110352	0	2019		心療科	5
0110352	0	2020		心療科	1
0110352	0	2022		心療科	2
0110352	0	2022		心血外	1
0110352	0	2013		救急科	1
0110352	0	2015		救急科	1
0110352	0	2016		救急科	1
0110352	0	2017		救急科	1
0110352	0	2018		救急科	2
0110352	0	2019		救急科	1
0110352	0	2021		救急科	1
0110352	0	2022		救急科	1
0110352	0	2018		整形外	1
0110352	0	2022		歯口外	1
0110352	0	2018		泌尿器	1
0110352	0	2023	14	消化外	1
0110352	0	2018		産婦人	1
0110352	0	2017		皮膚科	1
0110352	0	2014		神経内	3
0110352	0	2015		神経内	1
0110352	0	2017		神経内	2
0110352	0	2021		神経内	1
0110352	0	2013		胃腸内	1
0110352	0	2020		脳卒中	2
0110352	0	2021		脳卒中	1
0110352	0	2019		脳神外	1
0110378	0	2022		呼吸外	1
0110378	0	2014		循環内	1
0110378	0	2014		心療科	1
0110378	0	2013		心血外	1
0110378	0	2014		心血外	1
0110378	0	2014		救急科	1
0110378	0	2015		救急科	1
0110378	0	2016		救急科	1
0110378	0	2020		救急科	1
0110378	0	2014		整形外	1
0110378	0	2015		整形外	1
0110378	0	2017		糖尿内	1
0110378	0	2013		脳卒中	1
0110378	0	2014		腎臓内	1
0110378	0	2019		臨腫瘍	1
0110378	0	2014		血液内	1
0110408	0	2015		歯口外	1
0110408	0	2022		歯口外	1
0110416	0	2013		呼吸外	1
0110416	0	2018		歯口外	1
0110416	0	2019		歯口外	2
0110416	0	2020		歯口外	1
0110416	0	2023	32	歯口外	1
0110416	0	2019		皮膚科	1
0110427	0	2023	48	リウ膠	2
0110440	0	2016		小児科	1
0110440	0	2019		歯口外	1
0110465	0	2020		歯口外	1
0110493	0	2023	12	心療科	1
0110493	0	2023	34	救急科	1
0110493	0	2023	18	整形外	1
0110493	0	2023	22	泌尿器	1
0110493	0	2023	08	腎臓内	2
0110518	0	2019		リハ	1
0110531	0	2017		呼吸外	1
0110531	0	2018		救急科	1
0110531	0	2016		歯口外	2
0110531	0	2022		歯口外	1
0110531	0	2023	32	歯口外	1
0110580	0	2013		歯口外	1
0110580	0	2014		歯口外	1
0110580	0	2015		歯口外	4
0110580	0	2016		歯口外	6
0110580	0	2017		歯口外	3
0110580	0	2019		歯口外	3
0110580	0	2020		歯口外	9
0110580	0	2021		歯口外	15
0110580	0	2022		歯口外	31
0110580	0	2023	32	歯口外	30
0110580	0	2017		腎臓内	1
0110626	0	2023	16	乳甲外	1
0110626	0	2023	07	循環内	2
0110626	0	2023	15	心血外	1
0110626	0	2023	29	放治療	1
0110626	0	2023	34	救急科	1
0110626	0	2023	02	脳神内	1
0110663	0	2015		歯口外	1
0110663	0	2021		歯口外	1
0110663	0	2018		耳鼻科	1
0110689	0	2014		小児外	1
0110689	0	2019		小児科	1
0110689	0	2013		形成外	29
0110689	0	2014		形成外	15
0110689	0	2015		形成外	11
0110689	0	2016		形成外	1
0110689	0	2018		形成外	1
0110689	0	2020		形成外	1
0110689	0	2015		整形外	1
0110689	0	2022		歯口外	1
0110689	0	2023	32	歯口外	2
0110747	0	2017		歯口外	1
0110747	0	2018		歯口外	1
0110816	0	2015		リハ	1
0110816	0	2014		心療科	1
0110816	0	2013		整形外	1
0110816	0	2017		整形外	1
0110853	0	2016		歯口外	1
0110899	0	2018		小児科	1
0110899	0	2015		耳鼻科	1
0110929	0	2021		歯口外	1
0111018	0	2021		歯口外	1
0111018	0	2023	32	歯口外	1
0111018	0	2017		血液内	1
0111053	0	2022		リウ膠	1
0111053	0	2014		呼吸内	1
0111053	0	2020		呼吸内	1
0111053	0	2016		呼吸外	1
0111053	0	2016		形成外	1
0111053	0	2013		循環内	2
0111053	0	2020		循環内	1
0111053	0	2013		心療科	2
0111053	0	2013		救急科	1
0111053	0	2015		救急科	1
0111053	0	2017		救急科	1
0111053	0	2020		救急科	1
0111053	0	2015		整形外	1
0111053	0	2016		整形外	3
0111053	0	2017		整形外	4
0111053	0	2018		整形外	1
0111053	0	2019		整形外	2
0111053	0	2020		整形外	1
0111053	0	2013		泌尿器	1
0111053	0	2014		泌尿器	1
0111053	0	2017		泌尿器	2
0111053	0	2021		泌尿器	1
0111053	0	2022		消化内	1
0111053	0	2013		消化外	1
0111053	0	2014		消化外	1
0111053	0	2013		神経内	1
0111053	0	2018		神経内	1
0111053	0	2016		耳鼻科	1
0111053	0	2016		脳卒中	1
0111053	0	2022		脳神外	2
0111061	0	2016		リウ膠	1
0111061	0	2015		リハ	1
0111061	0	2016		乳甲外	1
0111061	0	2021		乳甲外	3
0111061	0	2016		循環内	1
0111061	0	2014		心血外	1
0111061	0	2020		心血外	1
0111061	0	2015		救急科	2
0111061	0	2022		救急科	1
0111061	0	2022		整形外	1
0111061	0	2013		泌尿器	1
0111061	0	2018		泌尿器	5
0111061	0	2019		泌尿器	1
0111061	0	2020		泌尿器	1
0111061	0	2023	50	消化内	1
0111061	0	2013		皮膚科	2
0111061	0	2014		皮膚科	2
0111061	0	2015		皮膚科	3
0111061	0	2018		皮膚科	1
0111061	0	2021		皮膚科	2
0111061	0	2022		皮膚科	2
0111061	0	2023	21	皮膚科	3
0111061	0	2017		神経内	1
0111061	0	2020		神経内	1
0111061	0	2021		糖尿内	1
0111061	0	2017		肝臓内	1
0111061	0	2017		腎臓内	3
0111061	0	2018		腎臓内	2
0111061	0	2019		腎臓内	1
0111075	0	2021		歯口外	1
0111091	0	2021		歯口外	1
0111152	0	2014		リウ膠	4
0111152	0	2015		リウ膠	6
0111152	0	2016		リウ膠	1
0111152	0	2017		リウ膠	6
0111152	0	2018		リウ膠	8
0111152	0	2019		リウ膠	1
0111152	0	2020		リウ膠	2
0111152	0	2021		リウ膠	4
0111152	0	2022		リウ膠	1
0111152	0	2013		リハ	3
0111152	0	2016		リハ	1
0111152	0	2017		リハ	4
0111152	0	2018		リハ	4
0111152	0	2019		リハ	1
0111152	0	2020		リハ	1
0111152	0	2021		リハ	2
0111152	0	2022		リハ	2
0111152	0	2013		乳甲外	1
0111152	0	2014		乳甲外	3
0111152	0	2015		乳甲外	2
0111152	0	2016		乳甲外	3
0111152	0	2017		乳甲外	2
0111152	0	2020		乳甲外	3
0111152	0	2022		乳甲外	3
0111152	0	2013		呼吸内	5
0111152	0	2014		呼吸内	10
0111152	0	2015		呼吸内	7
0111152	0	2016		呼吸内	8
0111152	0	2017		呼吸内	4
0111152	0	2018		呼吸内	2
0111152	0	2019		呼吸内	1
0111152	0	2020		呼吸内	3
0111152	0	2021		呼吸内	4
0111152	0	2022		呼吸内	7
0111152	0	2023	05	呼吸内	2
0111152	0	2014		呼吸外	2
0111152	0	2015		呼吸外	7
0111152	0	2016		呼吸外	6
0111152	0	2017		呼吸外	7
0111152	0	2018		呼吸外	3
0111152	0	2020		呼吸外	1
0111152	0	2021		呼吸外	6
0111152	0	2022		呼吸外	17
0111152	0	2023	13	呼吸外	10
0111152	0	2014		小児外	1
0111152	0	2017		小児外	2
0111152	0	2013		小児科	1
0111152	0	2014		小児科	2
0111152	0	2015		小児科	12
0111152	0	2016		小児科	7
0111152	0	2018		小児科	3
0111152	0	2019		小児科	3
0111152	0	2020		小児科	26
0111152	0	2021		小児科	3
0111152	0	2022		小児科	3
0111152	0	2023	10	小児科	2
0111152	0	2013		形成外	1
0111152	0	2015		形成外	1
0111152	0	2016		形成外	2
0111152	0	2017		形成外	2
0111152	0	2020		形成外	3
0111152	0	2021		形成外	3
0111152	0	2022		形成外	2
0111152	0	2023	19	形成外	1
0111152	0	2013		循環内	28
0111152	0	2014		循環内	37
0111152	0	2015		循環内	31
0111152	0	2016		循環内	30
0111152	0	2017		循環内	44
0111152	0	2018		循環内	39
0111152	0	2019		循環内	14
0111152	0	2020		循環内	40
0111152	0	2021		循環内	17
0111152	0	2022		循環内	32
0111152	0	2023	07	循環内	11
0111152	0	2015		心療科	1
0111152	0	2016		心療科	2
0111152	0	2017		心療科	1
0111152	0	2019		心療科	2
0111152	0	2020		心療科	1
0111152	0	2021		心療科	1
0111152	0	2022		心療科	1
0111152	0	2023	12	心療科	1
0111152	0	2013		心血外	21
0111152	0	2014		心血外	18
0111152	0	2015		心血外	22
0111152	0	2016		心血外	22
0111152	0	2017		心血外	27
0111152	0	2018		心血外	34
0111152	0	2019		心血外	22
0111152	0	2020		心血外	42
0111152	0	2021		心血外	42
0111152	0	2022		心血外	37
0111152	0	2023	15	心血外	22
0111152	0	2013		放核医	1
0111152	0	2019		放核医	1
0111152	0	2015		放診断	1
0111152	0	2016		放診断	1
0111152	0	2018		放診断	2
0111152	0	2020		放診断	1
0111152	0	2013		救急科	4
0111152	0	2014		救急科	5
0111152	0	2015		救急科	7
0111152	0	2016		救急科	16
0111152	0	2017		救急科	19
0111152	0	2018		救急科	15
