医療機関CD,病院区分,年度,診療年月日,科コード,診療科,紹介件数
0104443,0,2024,2024-06-21,32,歯口外,1
0104443,0,2024,2025-03-03,32,歯口外,1
0105408,0,2024,2025-03-29,32,歯口外,1
0105895,0,2024,2024-11-13,32,歯口外,1
0106059,0,2024,2024-07-29,32,歯口外,1
0106059,0,2024,2024-08-07,32,歯口外,1
0106067,0,2024,2024-06-19,32,歯口外,1
0106067,0,2024,2024-08-05,32,歯口外,1
0106067,0,2024,2024-11-29,32,歯口外,1
0106356,0,2024,2024-07-08,32,歯口外,1
0106356,0,2024,2025-01-27,32,歯口外,1
0106356,0,2024,2025-03-17,32,歯口外,1
0106356,0,2024,2025-03-24,32,歯口外,1
0106588,0,2024,2025-02-05,32,歯口外,1
0106976,0,2024,2025-01-27,32,歯口外,1
0107024,0,2024,2024-08-21,32,歯口外,1
0107040,0,2024,2024-06-26,32,歯口外,1
0107135,0,2024,2024-06-05,18,整形外,1
0107135,0,2024,2024-06-18,18,整形外,1
0107305,0,2024,2024-08-28,32,歯口外,1
0107305,0,2024,2024-10-02,32,歯口外,1
0107305,0,2024,2024-10-30,32,歯口外,1
0107305,0,2024,2024-11-27,32,歯口外,1
0107305,0,2024,2025-02-26,32,歯口外,1
0107564,0,2024,2024-05-02,26,眼科,1
0107564,0,2024,2024-05-30,26,眼科,1
0107564,0,2024,2024-06-06,26,眼科,1
0107564,0,2024,2024-06-21,26,眼科,1
0107564,0,2024,2024-07-04,26,眼科,1
0107564,0,2024,2024-07-18,26,眼科,1
0107564,0,2024,2025-02-06,26,眼科,1
0107564,0,2024,2025-02-13,26,眼科,1
0107564,0,2024,2025-02-27,26,眼科,1
0107564,0,2024,2025-03-06,26,眼科,1
0107564,0,2024,2025-03-13,26,眼科,1
0107663,0,2024,2024-12-19,5,呼吸内,1
0107663,0,2024,2024-10-24,10,小児科,1
0107663,0,2024,2024-05-22,7,循環内,1
0107663,0,2024,2024-06-03,7,循環内,1
0107663,0,2024,2024-11-28,18,整形外,1
0107663,0,2024,2024-05-08,50,消化内,1
0107663,0,2024,2024-08-01,50,消化内,1
0107663,0,2024,2024-11-18,2,脳神内,1
0107663,0,2024,2025-02-06,8,腎臓内,1
0107982,0,2024,2024-06-18,32,歯口外,1
0107982,0,2024,2024-06-19,32,歯口外,1
0107982,0,2024,2024-12-03,32,歯口外,1
0107982,0,2024,2024-12-17,32,歯口外,1
0107982,0,2024,2024-12-19,32,歯口外,1
0107982,0,2024,2025-01-24,32,歯口外,1
0107982,0,2024,2025-03-31,32,歯口外,1
0108034,0,2024,2024-06-14,26,眼科,1
0108034,0,2024,2025-03-12,26,眼科,1
0108075,0,2024,2024-10-31,10,小児科,1
0108075,0,2024,2024-11-07,10,小児科,1
0108105,0,2024,2024-08-06,16,乳甲外,1
0108105,0,2024,2024-08-27,32,歯口外,1
0108261,0,2024,2024-10-12,32,歯口外,1
0108261,0,2024,2024-10-25,32,歯口外,1
0108345,0,2024,2024-05-17,32,歯口外,1
0108469,0,2024,2024-08-07,32,歯口外,1
0108675,0,2024,2024-05-07,32,歯口外,1
0108675,0,2024,2024-05-21,32,歯口外,1
0108675,0,2024,2024-05-29,32,歯口外,1
0108675,0,2024,2024-07-02,32,歯口外,1
0108675,0,2024,2024-12-06,32,歯口外,1
0108675,0,2024,2025-02-12,32,歯口外,1
0108741,0,2024,2025-03-12,32,歯口外,1
0108919,0,2024,2024-05-16,10,小児科,1
0108919,0,2024,2024-08-03,10,小児科,1
0108919,0,2024,2024-11-07,10,小児科,1
0108919,0,2024,2025-01-27,10,小児科,1
0108919,0,2024,2025-03-13,10,小児科,1
0108919,0,2024,2025-03-19,10,小児科,1
0108919,0,2024,2024-12-09,19,形成外,1
0108919,0,2024,2025-01-06,36,総合診,1
0109123,0,2024,2024-10-10,17,小児外,1
0109123,0,2024,2024-06-24,10,小児科,1
0109123,0,2024,2024-10-03,10,小児科,1
0109263,0,2024,2025-01-20,9,脳卒中,1
0109343,0,2024,2024-06-24,19,形成外,1
0109343,0,2024,2024-12-09,19,形成外,1
0109418,0,2024,2024-07-26,32,歯口外,1
0109418,0,2024,2024-08-09,32,歯口外,1
0109418,0,2024,2025-02-27,32,歯口外,1
0109442,0,2024,2024-05-01,25,耳鼻科,1
0109442,0,2024,2024-06-19,25,耳鼻科,1
0109442,0,2024,2024-10-30,25,耳鼻科,1
0109442,0,2024,2025-01-06,25,耳鼻科,1
0109442,0,2024,2025-02-17,25,耳鼻科,2
0109442,0,2024,2025-02-19,25,耳鼻科,1
0109467,0,2024,2025-01-21,32,歯口外,1
0109491,0,2024,2024-05-13,32,歯口外,1
0109491,0,2024,2024-06-17,32,歯口外,1
0109624,0,2024,2024-10-25,32,歯口外,1
0109855,0,2024,2024-06-05,32,歯口外,1
0109855,0,2024,2024-12-14,32,歯口外,1
0109855,0,2024,2024-12-21,32,歯口外,1
0110062,0,2024,2025-02-04,17,小児外,1
0110062,0,2024,2024-07-29,19,形成外,1
0110062,0,2024,2024-06-19,25,耳鼻科,1
0110170,0,2024,2024-05-20,12,心療科,1
0110170,0,2024,2024-06-04,12,心療科,2
0110170,0,2024,2025-01-31,50,消化内,1
0110170,0,2024,2025-02-12,25,耳鼻科,1
0110246,0,2024,2024-11-14,48,リウ膠,1
0110246,0,2024,2024-10-26,7,循環内,1
0110246,0,2024,2024-06-06,28,放診断,1
0110246,0,2024,2024-11-05,18,整形外,1
0110246,0,2024,2024-12-23,18,整形外,1
0110246,0,2024,2025-01-29,18,整形外,1
0110246,0,2024,2025-03-26,18,整形外,1
0110246,0,2024,2024-08-06,14,消化外,1
0110246,0,2024,2024-07-02,26,眼科,1
0110246,0,2024,2024-08-26,26,眼科,1
0110246,0,2024,2024-12-20,26,眼科,1
0110246,0,2024,2025-03-11,26,眼科,1
0110246,0,2024,2024-05-08,9,脳卒中,1
0110246,0,2024,2024-07-17,27,臨腫瘍,1
0110246,0,2024,2025-02-14,27,臨腫瘍,1
0110261,0,2024,2024-05-27,50,消化内,1
0110261,0,2024,2024-06-24,50,消化内,1
0110261,0,2024,2024-11-18,50,消化内,1
0110261,0,2024,2024-11-28,50,消化内,1
0110261,0,2024,2025-01-27,50,消化内,1
0110279,0,2024,2024-05-01,12,心療科,1
0110279,0,2024,2024-06-26,12,心療科,1
0110279,0,2024,2024-08-14,12,心療科,1
0110279,0,2024,2024-10-24,12,心療科,1
0110279,0,2024,2025-02-28,12,心療科,1
0110279,0,2024,2025-03-27,12,心療科,1
0110279,0,2024,2024-07-22,18,整形外,1
0110279,0,2024,2024-06-14,22,泌尿器,1
0110279,0,2024,2024-12-27,22,泌尿器,1
0110279,0,2024,2024-06-14,6,糖尿内,1
0110279,0,2024,2024-10-25,6,糖尿内,1
0110279,0,2024,2024-12-27,6,糖尿内,1
0110279,0,2024,2025-03-25,6,糖尿内,1
0110279,0,2024,2024-08-19,2,脳神内,1
0110279,0,2024,2024-12-21,2,脳神内,1
0110341,0,2024,2025-02-08,32,歯口外,1
0110408,0,2024,2024-06-12,32,歯口外,1
0110427,0,2024,2024-08-08,19,形成外,4
0110440,0,2024,2024-12-02,25,耳鼻科,1
0110493,0,2024,2024-08-19,16,乳甲外,1
0110493,0,2024,2024-08-23,16,乳甲外,1
0110493,0,2024,2025-02-19,12,心療科,1
0110493,0,2024,2025-03-21,15,心血外,1
0110493,0,2024,2024-08-09,2,脳神内,1
0110531,0,2024,2024-10-25,32,歯口外,1
0110580,0,2024,2024-05-09,32,歯口外,1
0110580,0,2024,2024-05-13,32,歯口外,1
0110580,0,2024,2024-05-20,32,歯口外,2
0110580,0,2024,2024-05-27,32,歯口外,2
0110580,0,2024,2024-06-17,32,歯口外,1
0110580,0,2024,2024-06-24,32,歯口外,1
0110580,0,2024,2024-07-08,32,歯口外,2
0110580,0,2024,2024-07-22,32,歯口外,2
0110580,0,2024,2024-08-05,32,歯口外,1
0110580,0,2024,2024-08-19,32,歯口外,1
0110580,0,2024,2024-10-21,32,歯口外,5
0110580,0,2024,2024-10-28,32,歯口外,1
0110580,0,2024,2024-10-31,32,歯口外,1
0110580,0,2024,2024-11-18,32,歯口外,4
0110580,0,2024,2024-11-25,32,歯口外,1
0110580,0,2024,2024-12-02,32,歯口外,2
0110580,0,2024,2024-12-16,32,歯口外,1
0110580,0,2024,2025-01-06,32,歯口外,1
0110580,0,2024,2025-01-27,32,歯口外,1
0110580,0,2024,2025-02-03,32,歯口外,2
0110580,0,2024,2025-02-12,32,歯口外,1
0110580,0,2024,2025-02-17,32,歯口外,1
0110580,0,2024,2025-03-10,32,歯口外,1
0110626,0,2024,2025-01-24,12,心療科,1
0110626,0,2024,2024-05-21,34,救急科,1
0110626,0,2024,2024-06-25,18,整形外,1
0110626,0,2024,2025-02-04,22,泌尿器,1
0110626,0,2024,2024-07-25,50,消化内,1
0110626,0,2024,2025-01-24,50,消化内,1
0110626,0,2024,2024-05-02,21,皮膚科,1
0110626,0,2024,2024-06-17,21,皮膚科,1
0110626,0,2024,2025-03-03,25,耳鼻科,1
0110626,0,2024,2025-03-19,25,耳鼻科,1
0110626,0,2024,2024-05-22,2,脳神内,1
0110626,0,2024,2024-06-17,2,脳神内,1
0110626,0,2024,2024-11-11,2,脳神内,1
0110626,0,2024,2025-01-27,2,脳神内,1
0110626,0,2024,2025-02-06,2,脳神内,1
0110626,0,2024,2025-03-27,2,脳神内,1
0110663,0,2024,2025-03-28,32,歯口外,1
0110663,0,2024,2025-03-29,32,歯口外,1
0110689,0,2024,2024-06-10,19,形成外,1
0110689,0,2024,2024-07-29,19,形成外,1
0110689,0,2024,2024-11-11,19,形成外,1
0110689,0,2024,2024-05-08,32,歯口外,1
0110689,0,2024,2024-12-09,32,歯口外,1
0110816,0,2024,2024-12-24,36,総合診,1
0110899,0,2024,2024-11-27,31,リハ,1
0111053,0,2024,2024-05-16,5,呼吸内,1
0111061,0,2024,2024-06-06,18,整形外,1
0111091,0,2024,2025-02-19,32,歯口外,1
0111091,0,2024,2025-03-26,32,歯口外,1
0111152,0,2024,2024-07-05,48,リウ膠,1
0111152,0,2024,2025-01-30,48,リウ膠,1
0111152,0,2024,2024-05-02,16,乳甲外,1
0111152,0,2024,2024-07-31,16,乳甲外,1
0111152,0,2024,2024-11-08,16,乳甲外,1
0111152,0,2024,2024-06-24,5,呼吸内,1
0111152,0,2024,2024-07-02,5,呼吸内,1
0111152,0,2024,2024-12-10,5,呼吸内,1
0111152,0,2024,2024-05-15,13,呼吸外,1
0111152,0,2024,2024-06-07,13,呼吸外,1
0111152,0,2024,2024-05-29,10,小児科,1
0111152,0,2024,2024-07-29,10,小児科,1
0111152,0,2024,2024-06-18,19,形成外,1
0111152,0,2024,2024-08-06,19,形成外,1
0111152,0,2024,2024-08-27,19,形成外,1
0111152,0,2024,2024-10-08,19,形成外,1
0111152,0,2024,2024-10-29,19,形成外,1
0111152,0,2024,2024-12-27,19,形成外,1
0111152,0,2024,2025-01-24,19,形成外,1
0111152,0,2024,2024-06-03,7,循環内,1
0111152,0,2024,2024-06-27,7,循環内,1
0111152,0,2024,2024-08-08,7,循環内,1
0111152,0,2024,2024-10-08,7,循環内,1
0111152,0,2024,2024-10-23,7,循環内,1
0111152,0,2024,2024-10-24,7,循環内,1
0111152,0,2024,2024-11-02,7,循環内,1
0111152,0,2024,2024-12-17,7,循環内,1
0111152,0,2024,2025-02-04,7,循環内,1
0111152,0,2024,2025-02-07,7,循環内,1
0111152,0,2024,2025-03-10,7,循環内,1
0111152,0,2024,2024-07-17,12,心療科,1
0111152,0,2024,2025-02-26,12,心療科,1
0111152,0,2024,2025-03-26,12,心療科,1
0111152,0,2024,2024-06-17,15,心血外,1
0111152,0,2024,2024-07-05,15,心血外,1
0111152,0,2024,2024-08-06,15,心血外,1
0111152,0,2024,2024-11-01,15,心血外,1
0111152,0,2024,2024-11-08,15,心血外,1
0111152,0,2024,2024-12-11,15,心血外,1
0111152,0,2024,2024-12-13,15,心血外,1
0111152,0,2024,2025-02-21,15,心血外,1
0111152,0,2024,2024-11-16,34,救急科,1
0111152,0,2024,2025-02-19,34,救急科,1
0111152,0,2024,2024-05-01,18,整形外,1
0111152,0,2024,2024-05-21,18,整形外,1
0111152,0,2024,2024-05-28,18,整形外,1
0111152,0,2024,2024-05-31,18,整形外,1
0111152,0,2024,2024-07-31,18,整形外,1
0111152,0,2024,2024-08-01,18,整形外,1
0111152,0,2024,2024-08-02,18,整形外,1
0111152,0,2024,2024-08-21,18,整形外,1
0111152,0,2024,2024-11-07,18,整形外,1
0111152,0,2024,2024-11-28,18,整形外,1
0111152,0,2024,2024-12-13,18,整形外,1
0111152,0,2024,2024-12-24,18,整形外,1
0111152,0,2024,2025-01-04,18,整形外,1
0111152,0,2024,2025-01-09,18,整形外,1
0111152,0,2024,2025-01-22,18,整形外,1
0111152,0,2024,2025-01-27,18,整形外,1
0111152,0,2024,2025-03-26,18,整形外,1
0111152,0,2024,2025-03-28,18,整形外,1
0111152,0,2024,2024-07-03,22,泌尿器,1
0111152,0,2024,2024-08-15,22,泌尿器,1
0111152,0,2024,2024-11-08,22,泌尿器,1
0111152,0,2024,2024-12-09,22,泌尿器,1
0111152,0,2024,2024-12-18,22,泌尿器,1
0111152,0,2024,2025-01-07,22,泌尿器,1
0111152,0,2024,2025-01-28,22,泌尿器,1
0111152,0,2024,2024-05-08,50,消化内,1
0111152,0,2024,2024-06-14,50,消化内,1
0111152,0,2024,2024-07-29,50,消化内,1
0111152,0,2024,2024-10-23,50,消化内,1
0111152,0,2024,2024-10-28,50,消化内,1
0111152,0,2024,2024-10-29,50,消化内,1
0111152,0,2024,2024-11-11,50,消化内,1
0111152,0,2024,2025-01-30,50,消化内,2
0111152,0,2024,2025-02-26,50,消化内,1
0111152,0,2024,2025-03-08,50,消化内,1
0111152,0,2024,2024-07-01,14,消化外,1
0111152,0,2024,2025-03-07,14,消化外,1
0111152,0,2024,2024-11-18,21,皮膚科,1
0111152,0,2024,2025-02-12,21,皮膚科,1
0111152,0,2024,2025-02-28,21,皮膚科,1
0111152,0,2024,2024-08-01,26,眼科,1
0111152,0,2024,2025-02-25,26,眼科,1
0111152,0,2024,2024-06-05,6,糖尿内,1
0111152,0,2024,2024-06-26,6,糖尿内,1
0111152,0,2024,2024-12-18,6,糖尿内,1
0111152,0,2024,2025-01-15,6,糖尿内,1
0111152,0,2024,2024-05-10,25,耳鼻科,1
0111152,0,2024,2024-06-19,25,耳鼻科,1
0111152,0,2024,2024-10-23,25,耳鼻科,1
0111152,0,2024,2024-11-20,25,耳鼻科,1
0111152,0,2024,2025-02-05,25,耳鼻科,1
0111152,0,2024,2024-08-05,9,脳卒中,1
0111152,0,2024,2024-05-02,2,脳神内,1
0111152,0,2024,2024-05-08,2,脳神内,1
0111152,0,2024,2024-06-12,2,脳神内,1
0111152,0,2024,2024-07-01,2,脳神内,1
0111152,0,2024,2024-07-31,2,脳神内,1
0111152,0,2024,2025-01-15,2,脳神内,1
0111152,0,2024,2025-01-28,2,脳神内,1
0111152,0,2024,2024-05-20,20,脳神外,1
0111152,0,2024,2024-07-27,20,脳神外,1
0111152,0,2024,2024-12-17,20,脳神外,1
0111152,0,2024,2024-12-18,8,腎臓内,1
0111152,0,2024,2024-05-21,1,血液内,1
0111152,0,2024,2024-12-17,1,血液内,1
0111152,0,2024,2025-03-04,1,血液内,1
0111240,0,2024,2024-08-19,32,歯口外,1
0111240,0,2024,2024-12-02,32,歯口外,1
0111240,0,2024,2025-01-06,32,歯口外,1
0111257,0,2024,2024-11-06,32,歯口外,1
0111299,0,2024,2024-11-06,32,歯口外,1
0111299,0,2024,2025-02-01,32,歯口外,1
0111319,0,2024,2025-03-03,16,乳甲外,1
0111319,0,2024,2024-12-18,7,循環内,1
0111319,0,2024,2024-11-29,34,救急科,1
0111319,0,2024,2024-12-29,34,救急科,1
0111319,0,2024,2024-07-08,18,整形外,1
0111319,0,2024,2024-07-29,18,整形外,1
0111319,0,2024,2024-08-08,18,整形外,1
0111319,0,2024,2024-10-28,18,整形外,1
0111319,0,2024,2025-01-17,18,整形外,1
0111319,0,2024,2025-01-20,18,整形外,1
0111319,0,2024,2025-01-23,18,整形外,1
0111319,0,2024,2025-02-03,18,整形外,1
0111319,0,2024,2025-02-18,18,整形外,1
0111319,0,2024,2025-02-26,18,整形外,1
0111319,0,2024,2025-01-17,22,泌尿器,1
0111319,0,2024,2024-12-26,50,消化内,1
0111319,0,2024,2024-05-15,6,糖尿内,1
0111319,0,2024,2024-05-28,6,糖尿内,1
0111319,0,2024,2025-03-25,6,糖尿内,2
0111319,0,2024,2024-05-17,9,脳卒中,1
0111319,0,2024,2024-05-10,2,脳神内,1
0111319,0,2024,2024-05-21,2,脳神内,1
0111319,0,2024,2024-06-06,2,脳神内,1
0111319,0,2024,2024-07-04,2,脳神内,1
0111319,0,2024,2024-07-16,2,脳神内,2
0111319,0,2024,2024-08-09,2,脳神内,1
0111319,0,2024,2024-11-21,2,脳神内,1
0111319,0,2024,2024-12-25,2,脳神内,1
0111319,0,2024,2025-03-03,2,脳神内,1
0111319,0,2024,2025-03-24,2,脳神内,1
0111319,0,2024,2025-03-27,2,脳神内,1
0111319,0,2024,2024-07-19,20,脳神外,1
0111319,0,2024,2024-11-11,20,脳神外,1
0111319,0,2024,2024-11-26,20,脳神外,1
0111327,0,2024,2025-01-22,16,乳甲外,1
0111327,0,2024,2024-08-20,50,消化内,1
0111327,0,2024,2024-12-24,50,消化内,1
0111327,0,2024,2024-10-07,21,皮膚科,1
0111327,0,2024,2025-03-05,6,糖尿内,1
0111327,0,2024,2024-07-22,8,腎臓内,1
0111372,0,2024,2025-03-10,32,歯口外,1
0111392,0,2024,2024-08-29,48,リウ膠,1
0111392,0,2024,2024-07-20,34,救急科,1
0111392,0,2024,2025-03-31,6,糖尿内,1
0111392,0,2024,2024-05-17,25,耳鼻科,1
0111392,0,2024,2024-07-24,25,耳鼻科,1
0111392,0,2024,2024-06-03,9,脳卒中,1
0111392,0,2024,2024-12-04,2,脳神内,1
0111392,0,2024,2024-10-17,8,腎臓内,1
0111400,0,2024,2024-07-26,16,乳甲外,1
0111400,0,2024,2025-03-11,16,乳甲外,1
0111400,0,2024,2024-10-25,50,消化内,1
0111400,0,2024,2025-03-05,2,脳神内,1
0111400,0,2024,2025-03-10,2,脳神内,1
0111400,0,2024,2025-03-24,2,脳神内,1
0111400,0,2024,2024-10-02,8,腎臓内,1
0111442,0,2024,2024-06-03,16,乳甲外,1
0111442,0,2024,2024-10-07,16,乳甲外,1
0111442,0,2024,2024-10-11,16,乳甲外,1
0111442,0,2024,2025-03-04,16,乳甲外,2
0111442,0,2024,2025-03-06,16,乳甲外,1
0111442,0,2024,2024-05-02,19,形成外,1
0111442,0,2024,2024-05-09,19,形成外,4
0111442,0,2024,2024-06-06,19,形成外,1
0111442,0,2024,2024-07-04,19,形成外,1
0111442,0,2024,2024-07-18,19,形成外,1
0111442,0,2024,2024-10-24,19,形成外,1
0111442,0,2024,2024-12-05,19,形成外,1
0111442,0,2024,2024-12-12,19,形成外,1
0111442,0,2024,2025-01-16,19,形成外,1
0111442,0,2024,2025-01-14,29,放治療,1
0111475,0,2024,2024-08-29,19,形成外,1
0111489,0,2024,2024-05-10,32,歯口外,1
0111489,0,2024,2024-05-28,32,歯口外,1
0111489,0,2024,2024-06-07,32,歯口外,1
0111489,0,2024,2024-07-18,32,歯口外,1
0111489,0,2024,2024-07-25,32,歯口外,1
0111489,0,2024,2024-08-05,32,歯口外,1
0111489,0,2024,2024-08-23,32,歯口外,1
0111489,0,2024,2024-08-28,32,歯口外,1
0111489,0,2024,2024-10-15,32,歯口外,1
0111489,0,2024,2024-10-16,32,歯口外,1
0111489,0,2024,2024-10-23,32,歯口外,2
0111489,0,2024,2024-10-31,32,歯口外,1
0111489,0,2024,2024-12-03,32,歯口外,1
0111489,0,2024,2024-12-25,32,歯口外,1
0111489,0,2024,2025-02-14,32,歯口外,1
0111489,0,2024,2025-03-10,32,歯口外,1
0111489,0,2024,2025-03-24,32,歯口外,1
0111491,0,2024,2024-08-27,18,整形外,1
0111491,0,2024,2024-11-08,18,整形外,1
0111491,0,2024,2024-11-20,50,消化内,1
0111491,0,2024,2024-12-13,9,脳卒中,1
0111539,0,2024,2024-05-24,32,歯口外,1
0111539,0,2024,2024-06-14,32,歯口外,1
0111539,0,2024,2024-07-10,32,歯口外,1
0111539,0,2024,2024-08-20,32,歯口外,1
0111539,0,2024,2024-10-23,32,歯口外,1
0111539,0,2024,2024-12-11,32,歯口外,1
0111539,0,2024,2025-01-14,32,歯口外,1
0111539,0,2024,2025-01-24,32,歯口外,1
0111539,0,2024,2025-01-27,32,歯口外,1
0111541,0,2024,2024-08-07,21,皮膚科,1
0111541,0,2024,2024-12-04,21,皮膚科,1
0111541,0,2024,2024-12-11,21,皮膚科,1
0111541,0,2024,2024-12-18,21,皮膚科,1
0111541,0,2024,2025-01-15,21,皮膚科,1
0111541,0,2024,2025-02-05,21,皮膚科,1
0111541,0,2024,2025-02-12,21,皮膚科,1
0111541,0,2024,2025-02-19,21,皮膚科,1
0111604,0,2024,2024-05-14,32,歯口外,1
0111604,0,2024,2024-08-13,32,歯口外,1
0111608,0,2024,2024-10-29,10,小児科,1
0111608,0,2024,2025-01-28,7,循環内,1
0111608,0,2024,2024-05-22,15,心血外,1
0111608,0,2024,2025-03-21,15,心血外,1
0111608,0,2024,2024-06-27,28,放診断,1
0111608,0,2024,2024-12-19,28,放診断,1
0111608,0,2024,2025-01-06,28,放診断,1
0111608,0,2024,2025-02-19,28,放診断,1
0111608,0,2024,2025-02-22,28,放診断,1
0111608,0,2024,2025-03-08,28,放診断,1
0111608,0,2024,2025-03-19,28,放診断,1
0111608,0,2024,2024-07-17,18,整形外,1
0111608,0,2024,2024-11-25,18,整形外,1
0111608,0,2024,2025-03-06,18,整形外,1
0111608,0,2024,2025-03-11,18,整形外,1
0111608,0,2024,2025-03-24,18,整形外,1
0111608,0,2024,2025-01-10,50,消化内,1
0111608,0,2024,2025-01-16,50,消化内,1
0111608,0,2024,2025-01-17,50,消化内,1
0111608,0,2024,2025-02-12,50,消化内,1
0111608,0,2024,2024-06-26,2,脳神内,1
0111608,0,2024,2024-11-14,2,脳神内,1
0111624,0,2024,2025-01-10,15,心血外,1
0111624,0,2024,2025-01-22,15,心血外,1
0111624,0,2024,2024-07-29,36,総合診,1
0111632,0,2024,2025-01-27,21,皮膚科,1
0111822,0,2024,2025-03-13,20,脳神外,1
0111855,0,2024,2024-05-17,15,心血外,1
0111863,0,2024,2024-06-05,26,眼科,1
0111863,0,2024,2024-07-12,26,眼科,1
0111871,0,2024,2024-12-19,18,整形外,1
0111954,0,2024,2024-07-09,48,リウ膠,1
0111954,0,2024,2024-08-14,19,形成外,1
0111954,0,2024,2024-10-29,19,形成外,1
0111954,0,2024,2024-06-22,28,放診断,1
0111954,0,2024,2024-07-09,28,放診断,1
0111954,0,2024,2024-08-07,28,放診断,1
0111954,0,2024,2025-01-20,28,放診断,1
0111954,0,2024,2025-02-10,28,放診断,1
0111954,0,2024,2025-03-08,28,放診断,1
0111954,0,2024,2024-05-08,34,救急科,1
0111954,0,2024,2024-05-13,18,整形外,1
0111954,0,2024,2024-05-14,18,整形外,1
0111954,0,2024,2024-05-16,18,整形外,1
0111954,0,2024,2024-06-20,18,整形外,1
0111954,0,2024,2024-06-26,18,整形外,1
0111954,0,2024,2024-07-25,18,整形外,1
0111954,0,2024,2024-10-08,18,整形外,1
0111954,0,2024,2024-10-21,18,整形外,1
0111954,0,2024,2024-10-28,18,整形外,1
0111954,0,2024,2024-11-11,18,整形外,1
0111954,0,2024,2024-12-23,18,整形外,1
0111954,0,2024,2025-01-09,18,整形外,1
0111954,0,2024,2025-03-06,18,整形外,1
0111954,0,2024,2025-03-28,20,脳神外,1
0111970,0,2024,2024-07-26,22,泌尿器,1
0111988,0,2024,2024-11-11,18,整形外,1
0112028,0,2024,2025-03-13,5,呼吸内,1
0112028,0,2024,2024-08-02,28,放診断,1
0112028,0,2024,2024-05-29,18,整形外,1
0112028,0,2024,2024-07-04,18,整形外,1
0112028,0,2024,2024-10-28,18,整形外,1
0112028,0,2024,2025-02-14,18,整形外,1
0112028,0,2024,2025-03-11,18,整形外,1
0112028,0,2024,2024-06-24,20,脳神外,1
0112044,0,2024,2024-11-26,26,眼科,1
0112069,0,2024,2025-03-07,16,乳甲外,1
0112069,0,2024,2025-03-14,16,乳甲外,1
0112069,0,2024,2024-06-06,8,腎臓内,1
0112077,0,2024,2024-06-06,18,整形外,1
0112119,0,2024,2024-10-04,16,乳甲外,1
0112127,0,2024,2024-10-21,13,呼吸外,1
0112127,0,2024,2025-02-26,13,呼吸外,1
0112127,0,2024,2024-10-09,22,泌尿器,1
0112127,0,2024,2024-06-07,50,消化内,1
0112127,0,2024,2024-11-14,50,消化内,1
0112127,0,2024,2025-01-22,50,消化内,1
0112127,0,2024,2024-07-31,6,糖尿内,1
0112184,0,2024,2024-08-22,5,呼吸内,1
0112184,0,2024,2025-03-31,7,循環内,1
0112184,0,2024,2024-06-13,28,放診断,1
0112184,0,2024,2024-10-08,28,放診断,1
0112184,0,2024,2024-11-27,28,放診断,1
0112184,0,2024,2025-03-14,28,放診断,1
0112184,0,2024,2024-05-17,34,救急科,1
0112184,0,2024,2024-06-11,34,救急科,1
0112184,0,2024,2024-07-02,50,消化内,1
0112184,0,2024,2024-10-23,50,消化内,1
0112184,0,2024,2024-11-07,50,消化内,1
0112184,0,2024,2024-11-20,50,消化内,1
0112184,0,2024,2024-05-31,36,総合診,1
0112192,0,2024,2024-08-23,50,消化内,1
0112192,0,2024,2024-07-24,25,耳鼻科,1
0112218,0,2024,2025-03-10,26,眼科,1
0112242,0,2024,2024-05-02,26,眼科,1
0112259,0,2024,2024-07-11,26,眼科,1
0112259,0,2024,2025-01-24,6,糖尿内,1
0112283,0,2024,2024-12-11,22,泌尿器,1
0112283,0,2024,2024-08-05,14,消化外,1
0112291,0,2024,2024-10-08,8,腎臓内,1
0112309,0,2024,2024-05-27,12,心療科,1
0112309,0,2024,2024-11-29,12,心療科,1
0112309,0,2024,2024-05-16,43,産婦人,1
0112309,0,2024,2024-05-22,43,産婦人,1
0112309,0,2024,2024-05-28,43,産婦人,1
0112309,0,2024,2024-10-01,43,産婦人,1
0112309,0,2024,2024-10-08,43,産婦人,1
0112309,0,2024,2024-12-03,43,産婦人,1
0112309,0,2024,2024-12-10,43,産婦人,1
0112309,0,2024,2024-12-17,43,産婦人,1
0112309,0,2024,2025-01-30,43,産婦人,1
0112309,0,2024,2024-10-29,6,糖尿内,1
0112309,0,2024,2024-11-20,6,糖尿内,1
0112309,0,2024,2024-12-04,6,糖尿内,1
0112309,0,2024,2024-12-11,6,糖尿内,1
0112309,0,2024,2025-03-05,6,糖尿内,1
0112325,0,2024,2024-07-10,10,小児科,1
0112325,0,2024,2024-05-09,50,消化内,1
0112325,0,2024,2025-03-17,50,消化内,1
0112325,0,2024,2024-05-09,6,糖尿内,1
0112325,0,2024,2025-02-10,6,糖尿内,1
0112325,0,2024,2024-06-03,25,耳鼻科,1
0112325,0,2024,2024-08-20,2,脳神内,1
0112325,0,2024,2024-08-21,8,腎臓内,1
0112341,0,2024,2025-01-17,6,糖尿内,1
0112382,0,2024,2024-10-30,25,耳鼻科,1
0112465,0,2024,2024-07-10,15,心血外,1
0112465,0,2024,2025-01-08,15,心血外,1
0112465,0,2024,2024-07-10,50,消化内,1
0112465,0,2024,2025-01-08,50,消化内,1
0112465,0,2024,2024-05-16,20,脳神外,1
0112465,0,2024,2024-05-16,8,腎臓内,1
0112481,0,2024,2025-03-05,21,皮膚科,1
0112515,0,2024,2024-08-05,22,泌尿器,1
