hos_cd	ins	year	dep_cd	fie_name	intr
0107663	0	2018		救急科	2
0107663	0	2017		整形外	1
0107663	0	2018		整形外	1
0107663	0	2023	18	整形外	1
0107663	0	2019		歯口外	1
0107663	0	2022		消化内	2
0107663	0	2023	50	消化内	1
0107663	0	2014		消化外	1
0107663	0	2022		消化外	1
0107663	0	2013		産婦人	1
0107663	0	2020		産婦人	1
0107663	0	2023	21	皮膚科	1
0107663	0	2013		神経内	1
0107663	0	2015		神経内	1
0107663	0	2019		神経内	1
0107663	0	2016		糖尿内	1
0107663	0	2017		糖尿内	1
0107663	0	2018		糖尿内	1
0107663	0	2020		糖尿内	1
0107663	0	2023	06	糖尿内	1
0107663	0	2017		総合診	1
0107663	0	2016		耳鼻科	2
0107663	0	2021		耳鼻科	1
0107663	0	2016		肝臓内	1
0107663	0	2013		胃腸内	1
0107663	0	2017		胃腸内	3
0107663	0	2018		胃腸内	1
0107663	0	2019		胃腸内	1
0107663	0	2020		胃腸内	1
0107663	0	2016		脳卒中	1
0107663	0	2017		脳卒中	1
0107663	0	2018		脳卒中	1
0107663	0	2022		脳神内	1
0107663	0	2018		腎臓内	2
0107663	0	2020		腎臓内	2
0107663	0	2021		腎臓内	2
0107776	0	2022		小児科	1
0107776	0	2013		歯口外	1
0107776	0	2014		歯口外	1
0107776	0	2017		歯口外	1
0107776	0	2018		歯口外	2
0107776	0	2023	32	歯口外	3
0107784	0	2017		歯口外	1
0107784	0	2020		歯口外	1
0107838	0	2015		呼吸内	1
0107838	0	2015		小児外	1
0107838	0	2013		循環内	1
0107838	0	2015		循環内	1
0107838	0	2022		心療科	1
0107838	0	2017		心血外	1
0107838	0	2013		救急科	1
0107838	0	2014		救急科	1
0107838	0	2023	34	救急科	1
0107838	0	2015		整形外	1
0107838	0	2017		整形外	1
0107838	0	2015		皮膚科	2
0107838	0	2015		神経内	1
0107838	0	2016		神経内	2
0107838	0	2017		神経内	1
0107838	0	2022		総合診	1
0107838	0	2013		耳鼻科	1
0107838	0	2013		肝臓内	1
0107838	0	2013		胃腸内	1
0107838	0	2015		胃腸内	1
0107838	0	2016		胃腸内	2
0107838	0	2021		胃腸内	1
0107838	0	2019		脳卒中	1
0107859	0	2020		皮膚科	1
0107925	0	2014		歯口外	1
0107960	0	2020		リハ	1
0107960	0	2018		整形外	1
0107982	0	2013		歯口外	2
0107982	0	2014		歯口外	2
0107982	0	2015		歯口外	6
0107982	0	2016		歯口外	6
0107982	0	2017		歯口外	11
0107982	0	2018		歯口外	5
0107982	0	2019		歯口外	9
0107982	0	2020		歯口外	9
0107982	0	2021		歯口外	12
0107982	0	2022		歯口外	8
0107982	0	2023	32	歯口外	5
0107982	0	2021		胃腸内	1
0108030	0	2023	32	歯口外	1
0108034	0	2013		眼科	5
0108034	0	2014		眼科	7
0108034	0	2015		眼科	5
0108034	0	2016		眼科	6
0108034	0	2017		眼科	2
0108034	0	2018		眼科	2
0108034	0	2019		眼科	10
0108034	0	2020		眼科	3
0108034	0	2021		眼科	5
0108034	0	2022		眼科	6
0108034	0	2023	26	眼科	4
0108075	0	2022		呼吸内	1
0108075	0	2022		小児外	1
0108075	0	2023	17	小児外	1
0108075	0	2013		小児科	1
0108075	0	2014		小児科	1
0108075	0	2015		小児科	1
0108075	0	2013		形成外	1
0108075	0	2014		形成外	1
0108075	0	2013		脳神外	1
0108075	0	2015		腎臓内	1
0108097	0	2013		歯口外	2
0108097	0	2019		歯口外	1
0108154	0	2015		歯口外	1
0108154	0	2017		歯口外	1
0108154	0	2018		歯口外	1
0108261	0	2019		歯口外	1
0108261	0	2020		歯口外	1
0108261	0	2021		歯口外	1
0108261	0	2022		歯口外	2
0108261	0	2023	32	歯口外	3
0108287	0	2014		歯口外	1
0108287	0	2019		歯口外	6
0108287	0	2021		歯口外	3
0108345	0	2014		歯口外	7
0108345	0	2018		歯口外	1
0108345	0	2020		歯口外	1
0108345	0	2019		耳鼻科	2
0108394	0	2021		歯口外	1
0108402	0	2014		歯口外	1
0108436	0	2014		歯口外	1
0108451	0	2014		歯口外	1
0108469	0	2013		歯口外	2
0108469	0	2014		歯口外	7
0108469	0	2015		歯口外	1
0108469	0	2016		歯口外	4
0108469	0	2017		歯口外	6
0108469	0	2018		歯口外	9
0108469	0	2019		歯口外	3
0108469	0	2020		歯口外	6
0108469	0	2021		歯口外	12
0108469	0	2022		歯口外	13
0108469	0	2023	32	歯口外	6
0108469	0	2019		産婦人	1
0108477	0	2022		歯口外	1
0108485	0	2013		耳鼻科	1
0108675	0	2013		歯口外	2
0108675	0	2014		歯口外	2
0108675	0	2015		歯口外	1
0108675	0	2018		歯口外	3
0108675	0	2019		歯口外	2
0108675	0	2020		歯口外	8
0108675	0	2021		歯口外	12
0108675	0	2022		歯口外	10
0108675	0	2023	32	歯口外	12
0108741	0	2015		歯口外	1
0108758	0	2013		リウ膠	1
0108774	0	2017		歯口外	1
0108828	0	2015		整形外	1
0108828	0	2018		整形外	1
0108828	0	2021		整形外	2
0108828	0	2022		整形外	2
0108828	0	2023	21	皮膚科	1
0108828	0	2014		脳神外	1
0108857	0	2020		歯口外	1
0108885	0	2015		小児外	1
0108919	0	2013		小児外	1
0108919	0	2014		小児外	2
0108919	0	2015		小児外	3
0108919	0	2016		小児外	4
0108919	0	2017		小児外	2
0108919	0	2022		小児外	2
0108919	0	2013		小児科	6
0108919	0	2014		小児科	4
0108919	0	2015		小児科	7
0108919	0	2016		小児科	5
0108919	0	2017		小児科	3
0108919	0	2018		小児科	4
0108919	0	2019		小児科	7
0108919	0	2021		小児科	1
0108919	0	2022		小児科	6
0108919	0	2023	10	小児科	5
0108919	0	2013		形成外	1
0108919	0	2017		形成外	1
0108919	0	2021		形成外	1
0108919	0	2013		循環内	1
0108919	0	2015		整形外	1
0108919	0	2017		整形外	1
0108919	0	2018		耳鼻科	1
0108919	0	2016		胃腸内	1
0108919	0	2017		胃腸内	1
0108919	0	2019		胃腸内	1
0108964	0	2016		歯口外	1
0108964	0	2017		歯口外	1
0108980	0	2013		歯口外	1
0108980	0	2014		胃腸内	1
0109103	0	2014		歯口外	2
0109103	0	2015		歯口外	1
0109103	0	2016		歯口外	1
0109103	0	2019		歯口外	3
0109103	0	2021		歯口外	1
0109103	0	2013		耳鼻科	1
0109107	0	2013		歯口外	1
0109107	0	2013		産婦人	1
0109107	0	2013		神経内	1
0109107	0	2014		神経内	1
0109123	0	2015		小児外	1
0109123	0	2018		小児外	1
0109123	0	2022		小児外	1
0109123	0	2013		小児科	1
0109123	0	2018		小児科	1
0109123	0	2020		小児科	3
0109123	0	2022		小児科	1
0109131	0	2015		小児外	1
0109131	0	2013		小児科	1
0109131	0	2016		小児科	1
0109131	0	2017		小児科	1
0109131	0	2019		小児科	2
0109131	0	2020		小児科	1
0109131	0	2016		形成外	1
0109131	0	2016		心療科	1
0109156	0	2016		整形外	1
0109156	0	2017		整形外	1
0109156	0	2022		整形外	1
0109156	0	2023	18	整形外	2
0109156	0	2014		神経内	1
0109178	0	2021		歯口外	2
0109178	0	2018		神経内	1
0109186	0	2019		歯口外	1
0109222	0	2022		糖尿内	1
0109263	0	2013		呼吸外	1
0109263	0	2014		整形外	1
0109263	0	2016		泌尿器	1
0109263	0	2022		消化内	1
0109263	0	2013		消化外	1
0109263	0	2018		神経内	1
0109269	0	2018		整形外	1
0109285	0	2019		歯口外	2
0109285	0	2020		歯口外	1
0109305	0	2019		呼吸外	1
0109305	0	2015		心血外	2
0109305	0	2019		心血外	1
0109305	0	2018		泌尿器	1
0109305	0	2018		耳鼻科	1
0109313	0	2021		呼吸内	1
0109313	0	2022		泌尿器	1
0109313	0	2022		眼科	1
0109313	0	2014		肝臓内	1
0109313	0	2023	20	脳神外	1
0109321	0	2017		リウ膠	1
0109321	0	2014		呼吸内	1
0109321	0	2019		呼吸内	1
0109321	0	2017		産婦人	1
0109321	0	2015		神経内	1
0109321	0	2014		耳鼻科	1
0109321	0	2016		胃腸内	1
0109321	0	2018		胃腸内	1
0109321	0	2015		脳卒中	1
0109321	0	2022		脳神内	1
0109321	0	2015		腎臓内	1
0109400	0	2022		歯口外	1
0109418	0	2021		リウ膠	1
0109420	0	2013		心療科	1
0109420	0	2019		心療科	1
0109420	0	2021		心療科	1
0109420	0	2016		総合診	1
0109442	0	2023	25	耳鼻科	2
0109459	0	2014		救急科	1
0109459	0	2013		歯口外	9
0109459	0	2014		歯口外	3
0109459	0	2015		歯口外	2
0109459	0	2016		歯口外	4
0109459	0	2017		歯口外	1
0109459	0	2020		歯口外	1
0109459	0	2021		歯口外	1
0109459	0	2021		皮膚科	1
0109467	0	2018		救急科	1
0109467	0	2019		救急科	1
0109467	0	2013		歯口外	1
0109467	0	2014		歯口外	12
0109467	0	2015		歯口外	9
0109467	0	2016		歯口外	3
0109467	0	2017		歯口外	1
0109467	0	2018		歯口外	4
0109467	0	2019		歯口外	7
0109467	0	2020		歯口外	4
0109467	0	2021		歯口外	3
0109467	0	2023	32	歯口外	2
0109467	0	2020		神経内	1
0109487	0	2016		整形外	1
0109487	0	2013		皮膚科	1
0109487	0	2023	06	糖尿内	1
0109487	0	2014		肝臓内	1
0109545	0	2014		リウ膠	1
0109545	0	2020		整形外	1
0109590	0	2021		歯口外	1
0109590	0	2022		歯口外	1
0109644	0	2014		リウ膠	1
0109644	0	2021		リウ膠	1
0109644	0	2021		乳甲外	1
0109644	0	2014		呼吸内	1
0109707	0	2019		歯口外	1
0109780	0	2020		歯口外	1
0109780	0	2021		歯口外	6
0109780	0	2022		歯口外	10
0109780	0	2023	32	歯口外	1
0109859	0	2015		リウ膠	1
0109859	0	2017		呼吸内	1
0109859	0	2017		救急科	1
0109859	0	2013		整形外	1
0109859	0	2014		神経内	2
0109859	0	2015		総合診	1
0109859	0	2020		肝臓内	1
0109867	0	2017		神経内	1
0109867	0	2021		脳神外	1
0109875	0	2013		形成外	1
0109875	0	2014		形成外	1
0109875	0	2019		整形外	1
0109875	0	2013		産婦人	1
0109875	0	2014		産婦人	3
0109875	0	2020		産婦人	2
0109875	0	2020		耳鼻科	1
0109889	0	2021		耳鼻科	1
0109921	0	2022		歯口外	1
0109996	0	2023	32	歯口外	1
0110013	0	2023	26	眼科	1
0110062	0	2017		リウ膠	1
0110062	0	2013		リハ	2
0110062	0	2019		リハ	1
0110062	0	2015		乳甲外	1
0110062	0	2018		乳甲外	1
0110062	0	2021		呼吸内	1
0110062	0	2014		小児外	1
0110062	0	2017		小児外	1
0110062	0	2019		小児外	1
0110062	0	2016		心療科	3
0110062	0	2019		心療科	1
0110062	0	2018		放治療	1
0110062	0	2017		整形外	1
0110062	0	2021		整形外	1
0110062	0	2020		産婦人	1
0110062	0	2020		皮膚科	1
0110062	0	2015		眼科	1
0110062	0	2016		眼科	1
0110062	0	2017		眼科	1
0110062	0	2014		神経内	1
0110062	0	2016		糖尿内	2
0110062	0	2022		糖尿内	1
0110062	0	2016		耳鼻科	1
0110062	0	2017		耳鼻科	1
0110062	0	2023	25	耳鼻科	1
0110062	0	2015		胃腸内	1
0110062	0	2017		胃腸内	1
0110062	0	2013		臨腫瘍	2
0110062	0	2016		臨腫瘍	1
0110062	0	2018		臨腫瘍	1
0110062	0	2020		臨腫瘍	1
0110138	0	2022		消化内	1
0110168	0	2015		歯口外	1
0110170	0	2019		乳甲外	1
0110170	0	2021		乳甲外	1
0110170	0	2013		呼吸内	1
0110170	0	2014		呼吸内	1
0110170	0	2015		呼吸内	2
0110170	0	2023	05	呼吸内	1
0110170	0	2022		形成外	1
0110170	0	2015		循環内	1
0110170	0	2016		循環内	1
0110170	0	2017		循環内	1
0110170	0	2019		循環内	1
0110170	0	2020		循環内	1
0110170	0	2013		心療科	3
0110170	0	2014		心療科	1
0110170	0	2015		心療科	2
0110170	0	2016		心療科	4
0110170	0	2017		心療科	2
0110170	0	2018		心療科	5
0110170	0	2019		心療科	5
0110170	0	2020		心療科	3
0110170	0	2021		心療科	1
0110170	0	2022		心療科	4
0110170	0	2023	12	心療科	2
0110170	0	2017		心血外	3
0110170	0	2013		整形外	1
0110170	0	2014		整形外	1
0110170	0	2016		整形外	2
0110170	0	2018		整形外	1
0110170	0	2019		整形外	1
0110170	0	2022		整形外	1
0110170	0	2013		歯口外	3
0110170	0	2013		泌尿器	7
0110170	0	2014		泌尿器	2
0110170	0	2022		消化内	1
0110170	0	2013		消化外	1
0110170	0	2014		消化外	3
0110170	0	2015		消化外	1
0110170	0	2017		産婦人	1
0110170	0	2019		産婦人	1
0110170	0	2023	43	産婦人	1
0110170	0	2017		皮膚科	1
0110170	0	2014		眼科	1
0110170	0	2017		眼科	2
0110170	0	2021		眼科	1
0110170	0	2013		神経内	1
0110170	0	2014		神経内	4
0110170	0	2015		神経内	5
0110170	0	2016		神経内	4
0110170	0	2017		神経内	6
0110170	0	2018		神経内	3
0110170	0	2019		神経内	1
0110170	0	2021		神経内	1
0110170	0	2013		糖尿内	3
0110170	0	2014		糖尿内	4
0110170	0	2015		糖尿内	4
0110170	0	2016		糖尿内	3
0110170	0	2017		糖尿内	4
0110170	0	2018		糖尿内	2
0110170	0	2022		糖尿内	1
0110170	0	2017		総合診	1
0110170	0	2015		耳鼻科	1
0110170	0	2020		耳鼻科	1
0110170	0	2023	25	耳鼻科	1
0110170	0	2018		胃腸内	1
0110170	0	2020		胃腸内	1
0110170	0	2013		脳卒中	1
0110170	0	2016		脳卒中	1
0110170	0	2022		脳神内	1
0110170	0	2023	02	脳神内	1
0110170	0	2013		脳神外	3
0110170	0	2014		脳神外	1
0110170	0	2017		脳神外	2
0110170	0	2018		脳神外	1
0110170	0	2019		脳神外	1
0110170	0	2013		血液内	2
0110170	0	2019		麻酔科	1
0110184	0	2016		歯口外	1
0110234	0	2019		歯口外	1
0110246	0	2014		リハ	1
0110246	0	2017		リハ	1
0110246	0	2021		リハ	2
0110246	0	2022		リハ	1
0110246	0	2013		乳甲外	1
0110246	0	2019		乳甲外	1
0110246	0	2022		乳甲外	1
0110246	0	2016		呼吸内	2
0110246	0	2019		小児外	1
0110246	0	2016		小児科	1
0110246	0	2021		小児科	1
0110246	0	2013		形成外	1
0110246	0	2014		形成外	1
0110246	0	2022		形成外	1
0110246	0	2014		循環内	1
0110246	0	2016		循環内	1
0110246	0	2020		循環内	1
0110246	0	2016		心療科	1
0110246	0	2022		心療科	1
0110246	0	2015		心血外	1
0110246	0	2020		心血外	2
0110246	0	2021		心血外	1
0110246	0	2022		心血外	2
0110246	0	2013		救急科	3
0110246	0	2023	34	救急科	1
0110246	0	2013		整形外	1
0110246	0	2014		整形外	6
0110246	0	2015		整形外	4
0110246	0	2016		整形外	2
0110246	0	2017		整形外	4
0110246	0	2018		整形外	2
0110246	0	2019		整形外	11
0110246	0	2020		整形外	4
0110246	0	2021		整形外	5
0110246	0	2022		整形外	5
0110246	0	2018		歯口外	1
0110246	0	2018		泌尿器	1
0110246	0	2020		泌尿器	1
0110246	0	2021		泌尿器	2
0110246	0	2022		泌尿器	1
0110246	0	2023	50	消化内	2
0110246	0	2022		消化外	1
0110246	0	2023	14	消化外	2
0110246	0	2015		産婦人	1
0110246	0	2021		産婦人	1
0110246	0	2020		皮膚科	1
0110246	0	2021		皮膚科	1
0110246	0	2014		眼科	1
0110246	0	2015		眼科	1
0110246	0	2018		眼科	1
0110246	0	2023	26	眼科	4
0110246	0	2013		神経内	2
0110246	0	2014		神経内	1
0110246	0	2015		神経内	2
0110246	0	2016		神経内	1
0110246	0	2017		神経内	1
0110246	0	2016		糖尿内	1
0110246	0	2017		総合診	1
0110246	0	2022		総合診	1
0110246	0	2015		耳鼻科	1
0110246	0	2017		耳鼻科	1
0110246	0	2021		耳鼻科	1
0110246	0	2014		肝臓内	1
0110246	0	2013		胃腸内	1
0110246	0	2015		胃腸内	1
0110246	0	2017		胃腸内	1
0110246	0	2019		胃腸内	1
0110246	0	2021		胃腸内	2
0110246	0	2023	09	脳卒中	1
0110246	0	2013		脳神外	1
0110246	0	2015		脳神外	1
0110246	0	2021		脳神外	1
0110246	0	2022		脳神外	1
0110246	0	2014		腎臓内	1
0110246	0	2019		腎臓内	2
0110246	0	2021		腎臓内	1
0110246	0	2014		臨腫瘍	1
0110246	0	2015		麻酔科	2
0110246	0	2016		麻酔科	4
0110246	0	2017		麻酔科	2
0110246	0	2018		麻酔科	4
0110246	0	2019		麻酔科	4
0110246	0	2020		麻酔科	4
0110246	0	2022		麻酔科	1
0110252	0	2013		小児科	1
0110252	0	2014		小児科	1
0110252	0	2022		循環内	1
0110252	0	2015		産婦人	1
0110252	0	2014		耳鼻科	1
0110252	0	2021		肝臓内	1
0110252	0	2013		臨腫瘍	1
0110261	0	2021		リウ膠	1
0110261	0	2018		リハ	1
0110261	0	2014		乳甲外	1
0110261	0	2017		乳甲外	1
0110261	0	2020		乳甲外	1
0110261	0	2022		乳甲外	1
0110261	0	2022		呼吸外	1
0110261	0	2014		整形外	1
0110261	0	2014		歯口外	1
0110261	0	2018		泌尿器	1
0110261	0	2020		泌尿器	1
0110261	0	2021		泌尿器	2
0110261	0	2023	22	泌尿器	1
0110261	0	2022		消化内	12
0110261	0	2023	50	消化内	9
0110261	0	2015		消化外	1
0110261	0	2018		消化外	3
0110261	0	2019		消化外	1
0110261	0	2014		眼科	1
0110261	0	2015		神経内	1
0110261	0	2017		神経内	2
0110261	0	2013		糖尿内	1
0110261	0	2015		糖尿内	1
0110261	0	2018		総合診	1
0110261	0	2020		総合診	1
0110261	0	2013		胃腸内	5
0110261	0	2014		胃腸内	4
0110261	0	2015		胃腸内	5
0110261	0	2016		胃腸内	4
0110261	0	2017		胃腸内	3
0110261	0	2018		胃腸内	2
0110261	0	2019		胃腸内	5
0110261	0	2020		胃腸内	8
0110261	0	2021		胃腸内	9
0110261	0	2013		脳卒中	1
0110261	0	2014		脳卒中	1
0110261	0	2017		脳神外	1
0110261	0	2019		腎臓内	1
0110275	0	2021		歯口外	1
0110279	0	2023	31	リハ	2
0110279	0	2023	12	心療科	8
0110279	0	2023	22	泌尿器	1
0110279	0	2023	06	糖尿内	1
0110279	0	2023	25	耳鼻科	2
0110279	0	2023	02	脳神内	1
0110317	0	2015		歯口外	1
0110325	0	2013		歯口外	1
0110325	0	2016		歯口外	2
0110325	0	2019		歯口外	1
0110325	0	2020		歯口外	1
0110325	0	2021		耳鼻科	1
0110341	0	2013		歯口外	1
0110341	0	2016		歯口外	1
0110341	0	2019		歯口外	1
0110341	0	2021		歯口外	1
0110341	0	2022		歯口外	1
0110341	0	2018		皮膚科	1
0110352	0	2020		リハ	1
0110352	0	2023	31	リハ	1
0110352	0	2016		乳甲外	1
0110352	0	2017		乳甲外	1
0110352	0	2021		乳甲外	2
0110352	0	2016		呼吸内	1
0110352	0	2014		形成外	1
0110352	0	2014		循環内	1
0110352	0	2019		循環内	1
0110352	0	2021		循環内	1
0110352	0	2022		循環内	1
0110352	0	2013		心療科	1
0110352	0	2014		心療科	2
0110352	0	2017		心療科	4
0110352	0	2018		心療科	1
0110352	0	2020		心療科	8
0110352	0	2022		心療科	4
0110352	0	2023	12	心療科	1
0110352	0	2015		救急科	1
0110352	0	2016		救急科	1
0110352	0	2018		救急科	1
0110352	0	2019		救急科	1
0110352	0	2021		救急科	1
0110352	0	2022		救急科	1
0110352	0	2017		整形外	1
0110352	0	2018		整形外	1
0110352	0	2018		泌尿器	1
0110352	0	2019		泌尿器	1
0110352	0	2022		消化内	1
0110352	0	2023	14	消化外	1
0110352	0	2017		皮膚科	1
0110352	0	2014		神経内	1
0110352	0	2015		神経内	1
0110352	0	2016		神経内	1
0110352	0	2013		耳鼻科	1
0110352	0	2013		胃腸内	1
0110352	0	2020		脳卒中	1
0110352	0	2020		脳神外	1
0110378	0	2019		呼吸内	1
0110378	0	2022		呼吸外	1
0110378	0	2014		循環内	1
0110378	0	2022		循環内	1
0110378	0	2014		心療科	1
0110378	0	2014		心血外	1
0110378	0	2016		心血外	1
0110378	0	2015		救急科	1
0110378	0	2014		整形外	1
0110378	0	2015		整形外	1
0110378	0	2022		整形外	1
0110378	0	2013		消化外	2
0110378	0	2019		胃腸内	1
0110378	0	2014		腎臓内	2
0110378	0	2019		臨腫瘍	1
0110378	0	2014		血液内	1
0110378	0	2022		麻酔科	1
0110408	0	2021		歯口外	2
0110408	0	2022		歯口外	1
0110416	0	2013		歯口外	1
0110416	0	2015		歯口外	2
0110416	0	2017		歯口外	1
0110416	0	2019		歯口外	2
0110416	0	2021		歯口外	1
0110416	0	2023	32	歯口外	1
0110416	0	2018		耳鼻科	1
0110427	0	2023	18	整形外	2
0110440	0	2013		救急科	1
0110440	0	2019		歯口外	1
0110440	0	2013		皮膚科	1
0110440	0	2013		耳鼻科	1
0110440	0	2014		耳鼻科	1
0110440	0	2015		耳鼻科	1
0110440	0	2021		耳鼻科	1
0110440	0	2023	25	耳鼻科	2
0110465	0	2019		歯口外	1
0110493	0	2023	18	整形外	1
0110493	0	2023	22	泌尿器	2
0110493	0	2023	08	腎臓内	2
0110518	0	2013		心療科	1
0110531	0	2014		歯口外	1
0110531	0	2015		歯口外	1
0110531	0	2020		歯口外	1
0110531	0	2021		歯口外	2
0110531	0	2022		歯口外	2
0110531	0	2023	32	歯口外	1
0110531	0	2017		耳鼻科	1
0110580	0	2013		歯口外	5
0110580	0	2014		歯口外	6
0110580	0	2015		歯口外	9
0110580	0	2016		歯口外	17
0110580	0	2019		歯口外	10
0110580	0	2020		歯口外	12
0110580	0	2021		歯口外	33
0110580	0	2022		歯口外	37
0110580	0	2023	32	歯口外	36
0110580	0	2022		糖尿内	1
0110580	0	2020		脳卒中	1
0110622	0	2018		リウ膠	1
0110626	0	2023	16	乳甲外	1
0110626	0	2023	19	形成外	1
0110626	0	2023	15	心血外	1
0110626	0	2023	18	整形外	1
0110626	0	2023	50	消化内	2
0110626	0	2023	26	眼科	1
0110626	0	2023	25	耳鼻科	2
